,width,height,crop_width,crop_heigth,name,quality,bpp,mse_score,psnr_score,ssim_score,cr_score,is_cropped
111,321,481,256,256,test067,93,2.646770422471357,6.01287841796875,40.339979384857585,0.9966940256188286,0.5485711510913638,True
112,481,321,256,256,test010,93,1.2766756691990337,1.8525543212890625,45.45309409484989,0.9949949525853821,0.4772344760386217,True
113,321,481,256,256,test054,93,1.552995123088581,2.623291015625,43.942338890082226,0.993961390444259,0.49701760689902985,True
114,321,481,256,256,test001,93,2.1811257699108166,4.862274169921875,41.262409170296415,0.991162839568272,0.48634954697186455,True
115,321,481,256,256,test021,93,2.2395191740986133,3.7377471923828125,42.404704369299765,0.9932317837003118,0.526337293355962,True
116,481,321,256,256,test006,93,0.8205128205128205,1.004241943359375,48.11242004625119,0.9951060877484773,0.4336408364083641,True
117,481,321,256,256,test048,93,1.478591459899871,2.895294189453125,43.51387662108482,0.9956814547696781,0.5203120703876821,True
118,481,321,256,256,test035,93,1.6187459925777683,3.75048828125,42.38992548060767,0.9936138967501852,0.49820120776050364,True
119,321,481,256,256,test038,93,1.4737210251228943,2.174163818359375,44.757880967712126,0.9939971939478334,0.48496558386668276,True
120,481,321,256,256,test013,93,1.3233074915317906,1.615142822265625,46.04869429136179,0.9960971084937902,0.48009482912864554,True
121,481,321,256,256,test052,93,0.9160562431590469,1.558197021484375,46.204579910142094,0.9933870550915567,0.4377434011250541,True
122,321,481,256,256,test055,93,1.8868789709911205,3.6768341064453125,42.47606325309812,0.9930325304447926,0.5078321100625933,True
123,321,481,256,256,test062,93,0.8823777048076114,1.22509765625,47.24909651857093,0.9958429219629472,0.47909488300334274,True
124,481,321,256,256,test009,93,1.3865195173606388,2.6690521240234375,43.86723305643643,0.9954003675299811,0.5019197718214063,True
125,481,321,256,256,test050,93,1.8072421810739567,4.146881103515625,41.95358777114048,0.9927800667624854,0.49626104690686607,True
126,481,321,256,256,test040,93,1.4644464737922682,2.46612548828125,44.21065189061772,0.9920387494597179,0.4800215567018246,True
127,481,321,256,256,test059,93,1.1769353825428592,2.386566162109375,44.35306882173727,0.9896272717667126,0.4320136938202247,True
128,481,321,256,256,test063,93,1.961386260451681,2.82232666015625,43.6247308267103,0.99648660447652,0.5180260544652775,True
129,481,321,256,256,test066,93,0.44471214564672507,0.6070709228515625,50.29840929094511,0.9955802370244854,0.3893278877741277,True
130,481,321,256,256,test017,93,0.804813440327459,0.887939453125,48.646970077809726,0.9951685175487501,0.44128089580772906,True
131,481,321,256,256,test004,93,1.1618059468526758,1.284423828125,47.043720070385255,0.9960802969470817,0.4943584623065402,True
132,321,481,256,256,test002,93,1.125744004248677,2.98455810546875,43.38200322408588,0.9939705428696378,0.5013797732696897,True
133,481,321,256,256,test046,93,2.142887675597956,4.177276611328125,41.92187126494354,0.9927570619485581,0.5218486664929198,True
134,481,321,256,256,test065,93,1.392529841127972,2.762664794921875,43.717521674270195,0.9948098129051297,0.49563673453968493,True
